nit;nombre;codTipoId;codSede;direccion;municipio;codMunicipioRndc;latitud;longitud;telefono;rol
8903202507;COLOMBIANA DE MOLDEADOS SAS COMOLSA;N;SECUND;VIA CARTAGO;CARTAGO VALLE DEL CAUCA;76147000;;;2395050;
8170026761;PAPELES DEL CAUCA SA;N;SECUND;VIA CARTAGO;CARTAGO VALLE DEL CAUCA;76147000;;;3183343600;
8170026761;PAPELES DEL CAUCA SA;N;TERC;VIA YOTOCO;YOTOCO VALLE DEL CAUCA;76890000;;;3183343600;
8600267594;CARTONES AMERICA;N;OCT;CALLE 70 NORTE;YOTOCO VALLE DEL CAUCA;76890000;;;;
8600267594;CARTONES AMERICA;N;SEP;AV 1 3;GUADALAJARA DE BUGA VALLE DEL CAUCA;76111000;;;;
9008776276;ASOCIACION DE RECICLADORES AMBIENTALES Y PROTECCION AMBIENTAL ARYPA;N;CUAR;CALLE 1B;CARTAGO VALLE DEL CAUCA;76147000;;;;
9008835226;ASOCIACION DE RECICLADORES AMBIENTALES J.A.G.;N;TERC;VIA YOTOCO;YOTOCO VALLE DEL CAUCA;76890000;;;;
9008776276;ASOCIACION DE RECICLADORES AMBIENTALES Y PROTECCION AMBIENTAL ARYPA;N;TERC;CALLE 1B N13;CARTAGO VALLE DEL CAUCA;76147000;;;;
9008835226;ASOCIACION DE RECICLADORES AMBIENTALES J.A.G.;N;SECUND;VIA CARTAGO;CARTAGO VALLE DEL CAUCA;76147000;;;;
9011530345;APROREC S.A.S;N;TER;CLL 15;YOTOCO VALLE DEL CAUCA;76890000;;;6080001;
9011530345;APROREC S.A.S;N;SECUND;CLL 15;CARTAGO VALLE DEL CAUCA;76147000;;;6080001;
8301224323;RECOLAM S.EN C.;N;TERC;AV 6;CARTAGO VALLE DEL CAUCA;76147000;;;4204900;
8301224323;RECOLAM S.EN C.;N;SECUN;CALLE 15 N° 59 - 21;YOTOCO VALLE DEL CAUCA;76890000;;;;
9010688021;RECICLAMAS GESTORES AMBIENTALES SAS;N;TER;CLL AV;YOTOCO VALLE DEL CAUCA;76890000;;;2674580;
9010688021;RECICLAMAS GESTORES AMBIENTALES SAS;N;SECUND;CLL;CARTAGO VALLE DEL CAUCA;76147000;;;;
9010441228;INDUSTRIAL DE PAPELES SAS;N;TER;CLL;YOTOCO VALLE DEL CAUCA;76890000;;;3167410530;
9010299782;GESTIÓN AMBIENTAL VILLAPAPEL;N;CUAR;AV 3;CARTAGO VALLE DEL CAUCA;76147000;;;;
9010441228;INDUSTRIAL DE PAPELES SAS;N;SEC;CLL;CARTAGO VALLE DEL CAUCA;76147000;;;3167410530;
9010299782;GESTIÓN AMBIENTAL VILLAPAPEL;N;TERC;SOACHA CHUSACA;SOACHA CUNDINAMARCA;25754000;4.543950;-74.245265;;
9006446807;BODEGAS DE RECICLAJES SAS;N;QUIN;CALLE 1 N° 58 - 68;YOTOCO VALLE DEL CAUCA;76890000;;;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;QUIN;CL 56 1;YOTOCO VALLE DEL CAUCA;76890000;;;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;QUIN;CL 56 1;YOTOCO VALLE DEL CAUCA;76890000;;;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;CUAR;CALLE 56 N° 1 51 ESTE;CARTAGO VALLE DEL CAUCA;76147000;;;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;CUAR;CL 1;CARTAGO VALLE DEL CAUCA;76147000;;;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;TERC;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9006446807;BODEGAS DE RECICLAJES SAS;N;CUAR;CL 1;CARTAGO VALLE DEL CAUCA;76147000;;;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;TERC;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9006446807;BODEGAS DE RECICLAJES SAS;N;TER;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9006330065;C.P.K. SAS;N;CUAR;TOCANCIPA;TOCANCIPA CUNDINAMARCA;25817000;;;;
9006330065;C.P.K. SAS;N;TERC;GIRARDOTA;GIRARDOTA ANTIOQUIA;05308000;;;;
9005774122;PROYECTOS PAPELEROS DE COLOMBIA PROPELCO S A S;N;TERC;CALLE 72W N° 28D;PEREIRA RISARALDA;66001000;;;7075766;
206544217;NEW YORK INDUSTRIAL Y COMERCIAL;N;SECUND;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;3164030322;
9016226481;EMPAQUES Y PAPELES WY SAS;N;PRINCI;CR 81 D 5B 61 SUR;BOGOTA BOGOTA D. C.;11001000;;;3102751891;
8110389381;CORES Y TUBOS SAS;N;SECUND;CALLE 70 NORTE N° 2A - 130;CALI VALLE DEL CAUCA;76001000;;;;
9008776276;ASOCIACION DE RECICLADORES AMBIENTALES Y PROTECCION AMBIENTAL ARYPA;N;SECUN;CLL 1;BARBOSA SANTANDER;68077000;;;;
8902048033;COIMPRESIONES DEL ORIENTE;N;TER;CR 12 # 42 37;CUCUTA NORTE DE SANTANDER;54001000;;;;
8902048033;COIMPRESIONES DEL ORIENTE;N;SECUN;CLL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;6985081;
8902048033;COIMPRESIONES DEL ORIENTE;N;PRINCI;CR 12 #42-37;BUCARAMANGA SANTANDER;68001000;7.11491;-73.12818;;
9014053080;ASOCIACION ECONMEDELLIN;N;PRINCI;CRR 55 90-51;MEDELLIN ANTIOQUIA;05001000;;;3025612328;
8903002343;ASHE S.A.S.;N;TERC;CALLE 3 N° 34A 70;BOGOTA BOGOTA D. C.;11001000;4.607418;-74.106062;6012601709;
8600357481;CENTRAL DE EMPAQUES LTDA;N;SECUND;CALLE 70 NORTE N° 2A - 130;CALI VALLE DEL CAUCA;76001000;;;2177369;
8600357481;CENTRAL DE EMPAQUES LTDA;N;PRINCI;CR 22 65 43;BOGOTA BOGOTA D. C.;11001000;;;2124761;
9008280443;DISTRIBUIDORA LAS CAMELIAS RR SAS;N;PRINCI;CRA 55 90 29;MEDELLIN ANTIOQUIA;05001000;;;6045217;
8300329002;DERIVADOS DEL CARTON Y PAPEL DECARPEL;N;SECUN;CR 31 A 30;CALI VALLE DEL CAUCA;76001000;;;2372828;
9015855070;DISTRIBUIDORA DE PAPELES CBN SAS;N;SECUN;AV 70;CALI VALLE DEL CAUCA;76001000;;;3102401500;
9015855070;DISTRIBUIDORA DE PAPELES CBN SAS;N;PRINCI;CRR 68 # 5-17;BOGOTA BOGOTA D. C.;11001000;4.60528;-74.09320;3102401500;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;QUIN;AV SOGOMSO;SOGAMOSO BOYACA;15759000;5.71315;-72.93779;;
170999001;RAMIRO SIERRA;N;SECUN;CLL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;7245415;
170999001;RAMIRO SIERRA;N;PRINCI;CARRA 29 A 19 -11 SUR;BOGOTA BOGOTA D. C.;11001000;;;7245415;
206544217;NEW YORK INDUSTRIAL Y COMERCIAL;N;secun;CR 57 14 39 BG;CALI VALLE DEL CAUCA;76001000;;;3164030322;
206544217;NEW YORK INDUSTRIAL Y COMERCIAL;N;PRINCI;CR 20 12 43;BOGOTA BOGOTA D. C.;11001000;4.63184;-74.11007;3164030322;
11442093251;IVAN ALEJNDRO PEREZ;N;SECUN;CLL;ARMENIA QUINDIO;63001000;;;3136190653;
11442093251;IVAN ALEJNDRO PEREZ;N;PRINCI;CL 61 AN 2 FN 74;YUMBO VALLE DEL CAUCA;76892000;;;3136190653;
8600267594;CARTONES AMERICA;N;SEX;CRR ANTIOQUIA;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;;;6818888;
9007330412;ALDAPLAST L.D SAS;N;SECUND;CALLE 70 NORTE N° 2A - 130;CALI VALLE DEL CAUCA;76001000;;;6026924;
9007330412;??ALDAPLAST L.D SAS;N;PRINCI;CALLE 76A N°  87A 25;BOGOTA BOGOTA D. C.;11001000;;;6026924;
9006330065;C.P.K. SAS;N;SECUN;CALLE 6 N° 2 -10,;GACHANCIPA CUNDINAMARCA;25295000;;;;
9012594573;LAMINADOS Y ENCHAPADOS SAS;N;SECUN;CLL;BUENAVENTURA VALLE DEL CAUCA;76109000;3.890655;-77.004578;;
8110236981;MASTERCAJAS S.A.S.;N;SECUN;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;;
8110236981;MASTERCAJAS S.A.S.;N;PRINCI;CL 79 SUR 50 281;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;;;3147907678;
8002198450;EMPAQUES NACIONALES LTDA;N;SECUND;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;;
11105741287;VILLANUEVA CUARTAS CAROL NATHALIA - GRAFICAJAS;N;SECUND;CALLE 70 NORTE N° 2A - 130;CALI VALLE DEL CAUCA;76001000;;;3875990;
11105741287;VILLANUEVA CUARTAS CAROL NATHALIA - GRAFICAJAS;N;PRINCI;CL 23 5 A 21 BRR EL CARMEN;IBAGUE TOLIMA;73001000;4.44107;-75.22826;3506670812;
9003948483;OBRACOL;N;SECUN;TV;YUMBO VALLE DEL CAUCA;76892000;;;3023012350;
9003948483;OBRACOL;N;PRINCI;TV 72A #44 G 27 SUR;BOGOTA BOGOTA D. C.;11001000;;;3023012350;
9000842144;CAJASPRINT S A;N;SECUN;CLL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3117191169;
9000842144;CAJASPRINT S A;N;PRINCI;CALLE 97 SUR 50 204, LA ESTRELLA, ANTIOQUIA;ITAGUI ANTIOQUIA;05360000;6.13294;-75.63531;3117191169;
8909196835;RESTREPO GONZALEZ Y COMPAÑIA TUBOS ANTIOQUIA S A S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
9003860603;CARTONES RICAUTE SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;5681858;
9003860603;CARTONES RICAUTE SAS;N;PRINCI;TV 5 Q # 48 L SUR - 22;BOGOTA BOGOTA D. C.;11001000;4.55719;-74.11459;;
8600267594;CORAME;N;QUIN;CLL 10 20 650;YUMBO VALLE DEL CAUCA;76892000;;;;
9008737821;PLATINUM CARGA SAS;N;PRINCI;CL 24 # 95 A - 80 OF 701;BOGOTA BOGOTA D. C.;11001000;;;;
8914003788;PAPELES NACIONALES SA;N;TERC;CARTAGO VALLE DEL CAUDA;CARTAGO VALLE DEL CAUCA;76147000;4.75951;-75.90430;6012111000;
9013194747;INVERSIONES TRULLIJO QUINTERO SAS;N;PRINCI;CL. 24D #72 A 38,;BOGOTA BOGOTA D. C.;11001000;;;3132922746;
9006133333;COMTUCAR SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;9210288;
9003118868;INGENIERIA DE TUBOS DE CARTON S A S;N;SECUN;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;6818888;
9000336339;TRANSPORTES PORTILLA SAS;N;PRINCI;CRR25 A 12-170 PARCELACION LA Y ARROYOHONDO;YUMBO VALLE DEL CAUCA;76892000;;;3136775315;
8903002343;ASHE S.A.S.;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;5244044;
9013452045;MARPRINT SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;;
8002167244;LEGARCHIVO SAS;N;PRINCI;CR 59 N° 5 C 51;BOGOTA BOGOTA D. C.;11001000;;;4144590;
8002167244;LEGARCHIVO SAS;N;SECUN;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;6818888;
9006053569;GRAFICARTON MK SAS;N;SECUN;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;6818888;
9006053569;GRAFICARTON MK SAS;N;PRINCI;CR 58 5B 50 BRR SAN GABRIEL;BOGOTA BOGOTA D. C.;11001000;4.60506;-74.09320;3112088547;
8300668247;CARTONAR S A S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3133909722;
8300668247;CARTONAR S A S;N;PRINCI;CR30 12B 17;BOGOTA BOGOTA D. C.;11001000;;;3133909722;
9016247471;CUPPERT S.A.S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
9016247471;CUPPERT S.A.S;N;PRINCI;CR 40 D # 2D 03;BOGOTA BOGOTA D. C.;11001000;4.61136;-74.10060;3107619520;
8001381312;EXICARTON S A S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3288777;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;TERC;PARAJE LA MARINA PUENTE BOLíVAR, VíA PEREIRA  CARTAGO, EN PEREIRA (RISARALDA  COLOMBIA);PEREIRA RISARALDA;66001000;;;3108679580;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;3.53979;-76.49818;3108679580;
9014093777;EMPACKART SAS;N;SECUN;CL 66 A 17 48;BOGOTA BOGOTA D. C.;11001000;;;3214870893;
9014093777;EMPACKART SAS;N;PRINCI;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3214870893;
9003281161;PLECARTON DE COLOMBIA;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;2022850;
8600081986;INTERGRAFICAS SA;N;SECUN;CLL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;7941810;
8600081986;INTERGRAFICAS SA;N;PRINCI;DIRECCIóN CRA 12 # 23 - 56;FUNZA CUNDINAMARCA;25286000;4.71855;-74.20289;;
9000524096;NUEVA IMAGEN PUBLICIDAD SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;;
9000524096;NUEVA IMAGEN PUBLICIDAD SAS;N;PRINCI;CL 6A 32 24;BOGOTA BOGOTA D. C.;11001000;4.60609;-74.09923;;
9002909271;SAENZ HERMANOS SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
9003014887;CENCORE SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
8600267594;GRAFICARTON MK SAS;N;SECUN;PARAJE LA MARINA PUENTE BOLíVAR, VíA PEREIRA  CARTAGO, EN PEREIRA (RISARALDA  COLOMBIA);CARTAGO VALLE DEL CAUCA;76147000;;;2095000;
8300837068;LITOPAZ LTDA;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
8914003788;PAPELES NACIONALES SA;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;3.49006;-76.50362;;
8300379660;PAMIS IMPORTADORES S.A.S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
8301033388;MANUFACTURAS ALGOTEX S.A.S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
793217691;BUITRAGO VIVAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
793217691;BUITRAGO VIVAS;N;PRINCI;CR 31 A 10 20;BOGOTA BOGOTA D. C.;11001000;4.61173;-74.09611;;
8605081319;CARTONCAJAS LTDA;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
9005141300;MC TUBOS DE CARTON S A S;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
8020130496;KARTON SAS;N;SECUN;CL 70 NORTE 2A 130;CALI VALLE DEL CAUCA;76001000;;;3876990;
8300379660;PAMIS IMPORTADORES S.A.S;N;PRINCI;CRA 72 K 35B 45;BOGOTA BOGOTA D. C.;11001000;4.61659;-74.14183;;
9012479139;RECUPERADORA LA 35 S.A.S;N;PRIME;CRA 9 Nº9-15;PEREIRA RISARALDA;66001000;;;3113414409;
9012545586;CENTRAL DE LAMINAS Y CORTES SAS;N;SECUN;CALLE 45 A# NORTE 2N- 101;CALI VALLE DEL CAUCA;76001000;;;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;SECUN;CALLE 13 #31 A;CALI VALLE DEL CAUCA;76001000;;;;
9004712001;EMPACOLOR SAS;N;PRINCI;CRA. 90 #66A  28;BOGOTA BOGOTA D. C.;11001000;;;;
8600021538;ALMAVIVA S A;N;PRINCI;CRA. 34 #1230, ACOPI, YUMBO, VALLE DEL CAUCA;YUMBO VALLE DEL CAUCA;76892000;;;;
9010440853;COMERCIALIZADORA RECUPEREMOS EL MILAGRO S A S;N;PRINCI;CALLE 68 G # 73-28;BOGOTA BOGOTA D. C.;11001000;;;;
8170008658;METALMECANICAS DEL SUR S A;N;PRINCI;PARQUE INDUSTRIAL Y COMERCIAL DEL CAUCA ETAPA 3 LOTE 4 Y 4A;GUACHENE CAUCA;19300000;;;;
9008776276;ASOCIACION DE RECICLADORES AMBIENTALES Y PROTECCION AMBIENTAL ARYPA;N;PRINCI;CALLE 1B N13A-05 B SAN BERNARDO;BOGOTA BOGOTA D. C.;11001000;;;;
9011599679;GRUPO EMPRESARIAL DISTRIBUIDORA LA 16 S A S;N;PRINCI;CR 16 16 A 17;CALI VALLE DEL CAUCA;76001000;;;;
8130014315;COLOMBIANA DE MINERALES LTDA;N;PRINCI;CRA 7 # 5-30 KM 3 VIA PALERMO;NEIVA HUILA;41001000;;;;
8600096942;CYRGO S.A.S.;N;PRINCI;CRA. 5 NO. 40   35 SUR;NEIVA HUILA;41001000;;;;
9008835226;ASOCIACION DE RECICLADORES AMBIENTALES J.A.G.;N;PRINCI;CARRERA 14# 58-79 SUR SAN BENITO ECA SAN BOLIVAR;BOGOTA BOGOTA D. C.;11001000;;;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;SECUN;CL 3 4 190 PA INDUSTRIAL LA DOLORES;PALMIRA VALLE DEL CAUCA;76520000;;;;
8918001115;GERDAU DIACO S.A.S.;N;PRINCI;KM 2.5 VIA AUTODROMO DE TOCANCIPA TOCANCIPA CUNDINAMARCA;TOCANCIPA CUNDINAMARCA;25817000;;;;
8050177367;COMPAÑIA NACIONAL DE ESTRUCTURAS Y ACEROS S.A. CONALDESA;N;PRINCI;CL 3 4 190 PA INDUSTRIAL LA DOLORES;PALMIRA VALLE DEL CAUCA;76520000;;;;
9006446807;BODEGAS DE RECICLAJES SAS;N;SECUN;KM 7 VIA PUERTO LUCAS;VISTA HERMOSA META;50711000;;;;
9013519008;TRANSPORTADORA SAN MIGUEL SAS;N;PRINCI;CALLE 66A #44A-05 INT 203;MEDELLIN ANTIOQUIA;05001000;;;;
9003014887;CENCORE SAS;N;PRINCI;VIA MADRID MOSQUERA CUNDINAMARCA PARQUE INDUSTRIAL DE OCCIDENTE AVENIDA TRONCAL DE OCCIDENTE KM 19,;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;;
9014851498;LOGISTICA C&L SAS;N;PRINCI;CALLE 71F SUR 80I-64 BOGOTA-BOSA;BOGOTA BOGOTA D. C.;11001000;;;3166938560;
9010299782;GESTIÓN AMBIENTAL VILLAPAPEL;N;SECUN;CARRERA 36 16-48;MOSQUERA CUNDINAMARCA;25473000;;;;
8001381312;EXICARTON S A S;N;PRINCI;CRA 90 A 64 C 15;BOGOTA BOGOTA D. C.;11001000;;;3288777;
8605230021;CEMEX COLOMBIA S.A.;N;PRINCI;CALLE 60 CON AVENIDA MIROLINDO, ZONA INDUSTRIAL EL PAPAYO, IBAGUE;IBAGUE TOLIMA;73001000;;;6039100;
9010299782;GESTIÓN AMBIENTAL VILLAPAPEL;N;PRINCI;CARRERA 36 #16 - 48;BOGOTA BOGOTA D. C.;11001000;4.620527;-74.095103;;
900671842;MJL CONSULTORES SAS;N;PRINCI;CALLE 161 # 54-25 TORRE 1 APTO 201;BOGOTA BOGOTA D. C.;11001000;;;3144248360;
8914003788;PAPELES NACIONALES SA;N;PRINCI;PARAJE LA MARINA PUENTE BOLíVAR, VíA PEREIRA  CARTAGO, EN PEREIRA (RISARALDA  COLOMBIA);PEREIRA RISARALDA;66001000;4.760273;-75.903482;;
8605176088;METAZA S A S;N;SECUN;CRA. 24 NO. 12  75;YUMBO VALLE DEL CAUCA;76892000;;;6959101;
8605176088;METAZA S A S;N;PRINCI;AV. CALLE 17 NO. 86-81;BOGOTA BOGOTA D. C.;11001000;;;3142975845;
9012916692;MADERPLAK SAS;N;PRINCI;CALLE 2 33 118 LOCAL 2 AV PANAMERICANA, PASTO, NARIÑO;PASTO NARINO;52001000;;;3116274760;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;NOVENA;PASTO NARINO;PASTO NARINO;52001000;;;;
8000594705;ESENTTIA S A;N;SECUND;FUNZA;FUNZA CUNDINAMARCA;25286000;;;;
8600476571;PRACO DIDACOL S A S;N;PRINCI;CALLE 99 NO 69 C 41;BOGOTA BOGOTA D. C.;11001000;;;;
8000594705;ESENTTIA S A;N;PRINCI;TOCANCIPA CUNDINAMARCA;TOCANCIPA CUNDINAMARCA;25817000;4.95926;-73.92683;;
8110389381;CORES Y TUBOS SAS;N;PRINCI;CARRERA 52 79 SUR 30;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;;;3014191845;
8903018861;FANALCA SA;N;PRINCI;CALLE 13 # 31A - 80;YUMBO VALLE DEL CAUCA;76892000;;;4893131;
9012545586;CENTRAL DE LAMINAS Y CORTES SAS;N;PRINCI;CR 25 A #7-89;BOGOTA BOGOTA D. C.;11001000;;;3114523613;
8600299951;ACERÍAS PAZ DEL RÍO;N;PRINCI;CALLE 100 13 21 OFICINA 601;BOGOTA BOGOTA D. C.;11001000;;;6517300;
8000048654;POSTELECTRAS;N;PRINCI;CARRERA 44 #59-121;COPACABANA ANTIOQUIA;05212000;;;3104209213;
8300946794;CENTRAL DE MADERAS G&C;N;SECUND;CARRERA 11 #11-30, BARRIO PLANADAS;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;3133504470;
8300946794;CENTRAL DE MADERAS G&C;N;PRINCI;KM 3.31 VIA YALI - YOLOMBÓ;YALI ANTIOQUIA;05885000;;;3133504470;
8903002794;BANCO DE OCCIDENTE;N;PRINCI;CALLE 26 # 68B - 85;BOGOTA BOGOTA D. C.;11001000;;;3902058;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;OCTAVA;CARRERA 9 N° 8 - 60;PEREIRA RISARALDA;66001000;4.81232;-75.68577;3214642120;
9003281161;PLECARTON DE COLOMBIA;N;PRINCI;CALLE 18 A SUR NO. 29 A  88;BOGOTA BOGOTA D. C.;11001000;4.59326;-74.11001;3208998072;
9010688021;RECICLAMAS GESTORES AMBIENTALES SAS;N;PRINCI;TRANSVERSAL 124 #17 F - 88;BOGOTA BOGOTA D. C.;11001000;;;2674586;
8000553938;INGENIERIAS TRITURADOS Y CONCRETOS SA Y SE UTILIZARA COMO UNICASIGLA INTRI;N;SECUND;CALLE 14 20E YUMBO VALLE DEL CAUCA;YUMBO VALLE DEL CAUCA;76892000;;;;
8000553938;INGENIERIAS TRITURADOS Y CONCRETOS SA Y SE UTILIZARA COMO UNICASIGLA INTRI;N;PRINCI;CL 72 N° 9 - 55 OF 704;BOGOTA BOGOTA D. C.;11001000;;;3124333129;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;SEPTIM;VIA MADECENTRO GIRARDOTA,ANTIOQUIA;GIRARDOTA ANTIOQUIA;05308000;6.397420;-75.434080;3006612904;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;QUINAR;CALLE 45A # 55-104;MEDELLIN ANTIOQUIA;05001000;;;4751260;
9012394087;TRIPLEX Y TABLEX DEL VALLE SAS;N;pr;CALLE 70 7 T BIS 25, CALI, VALLE;CALI VALLE DEL CAUCA;76001000;;;6561130;
8301033388;MANUFACTURAS ALGOTEX S.A.S;N;PRINCI;CALLE 35C SUR # 26C - 21;BOGOTA BOGOTA D. C.;11001000;4.58603;-74.12088;;
8901016761;FABRICA DE BOLSAS DE PAPEL UNIBOL SAS;N;PRINCI;AUT AEROPUERTO KM 7 / SOLEDAD;SOLEDAD ATLANTICO;08758000;10.89687;-74.76864;;
8300329002;DERIVADOS DEL CARTON Y PAPEL DECARPEL;N;PRINCI;CARRERA 34 10-78 BODEGA DECARPEL;BOGOTA BOGOTA D. C.;11001000;4.61173;-74.09611;;
8600343137;BANCO DAVIVIENDA;N;PRINCI;CARRERA 13 #26-15;BOGOTA BOGOTA D. C.;11001000;;;3300000;
9014338191;AMBIENTAL LOGÍSTICA INTEGRAL S.A.S;N;PRINCI;AVENIDA 36 DIAGONAL 42CC-04;BELLO ANTIOQUIA;05088000;;;3017880596;
9001933576;PAPELES RR SAS;N;CUART;CALLE 9C SUR N° 50FF - 51;MEDELLIN ANTIOQUIA;05001000;;;;
8110332928;COOTRAMA;N;PRINCI;CALLE 73A #44-26;ITAGUI ANTIOQUIA;05360000;;;4485145;
9003118868;INGENIERIA DE TUBOS DE CARTON S A S;N;PRINCI;CARRERA 53 78 A SUR 40 INT 144;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;6.15774;-75.63221;3182407090;
9001933576;PAPELES RR SAS;N;TERCER;VIA 40 # 86-431 BOD 12  BODEGA BARRANQUILLA 1;BARRANQUILLA ATLANTICO;08001000;;;;
9013452045;MARPRINT SAS;N;PRINCI;CR 77 M 65 30 SUR;BOGOTA BOGOTA D. C.;11001000;4.60032;-74.18191;3186296606;
9001933576;PAPELES RR SAS;N;SECUND;CALLE 11 N° 29 - 53 RICAURTE;BOGOTA BOGOTA D. C.;11001000;;;;
9001933576;PAPELES RR SAS;N;PRINCI;CENTRO LOGISTICO ARROYOHONDO;CALI VALLE DEL CAUCA;76001000;;;;
285568559;GALINDO DIAZ DIANA MAYERLY;N;PRINCI;CARRERA 2 N° 9 - 56 CENTRO;PITALITO HUILA;41551000;1.85514;-76.04614;;
8002198450;EMPAQUES NACIONALES LTDA;N;PRINCI;CLL 18 SUR 32 - 23;BOGOTA BOGOTA D. C.;11001000;;;7207411;
9004929940;MUEBLES EL PAISA DE TOLUA SAS;N;PRINCI;CR 40 #28-97;TULUA VALLE DEL CAUCA;76834000;4.080239;-76.186964;;
361640725;FERRETERIA MUNDIAL;N;PRINCI;CL 3 #4-43 47;NEIVA HUILA;41001000;;;9887106;
361640725;FERRETERIA MUNDIAL;N;QUINAR;CL 3 #4-43 47;NEIVA HUILA;41001000;;;9887106;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;QUINTA;CALLE 31 N° 36 - 113;BARRANQUILLA ATLANTICO;08001000;10.97616;-74.77816;3005550002;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;CUATER;CR 14 #20-14;SANTA ROSA DE CABAL RISARALDA;66682000;;;2310939;
9014015381;CORMADERAS HOUSE SAS;N;PRINCI;TV 50 N° 18 - 744 NORTE;POPAYAN CAUCA;19001000;;;3146574578;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;TERCIA;AVENIDA CLL 72 #74A-63;BOGOTA BOGOTA D. C.;11001000;4.68937;-74.09802;;
9002909271;SAENZ HERMANOS SAS;N;PRINCI;CL 5 N° 24 - 23;BOGOTA BOGOTA D. C.;11001000;4.59857;-74.09602;3123210656;
9009609322;TABLEKO SOLUCIONES SAS;N;PRINCI;CALLE 17 N° 23 - 18;MANIZALES CALDAS;17001000;;;3136843576;
